"Year","School_ID","Entity","Group","Test","Pass Rate","Total Count"
"2012-2013",942,"Joseph T. Henley Middle","Asian","Geometry",NA,NA
"2012-2013",942,"Joseph T. Henley Middle","Asian","Mathematics",NA,NA
"2012-2013",942,"Joseph T. Henley Middle","Black","Algebra I",NA,NA
"2012-2013",942,"Joseph T. Henley Middle","Black","Geometry",NA,NA
"2012-2013",942,"Joseph T. Henley Middle","Black","Mathematics",80,10
"2012-2013",942,"Joseph T. Henley Middle","Hispanic","Algebra I",NA,NA
"2012-2013",942,"Joseph T. Henley Middle","Hispanic","Geometry",NA,NA
"2012-2013",942,"Joseph T. Henley Middle","Hispanic","Mathematics",NA,NA
"2012-2013",942,"Joseph T. Henley Middle","Multiple Races","Algebra I",NA,NA
"2012-2013",942,"Joseph T. Henley Middle","Multiple Races","Geometry",NA,NA
"2012-2013",942,"Joseph T. Henley Middle","Multiple Races","Mathematics",NA,NA
"2012-2013",942,"Joseph T. Henley Middle","White","Algebra I",98.08,104
"2012-2013",942,"Joseph T. Henley Middle","White","Geometry",100,44
"2012-2013",942,"Joseph T. Henley Middle","White","Mathematics",86.49,37
"2012-2013",20,"Leslie H. Walton Middle","All Students","Algebra I",100,36
"2012-2013",20,"Leslie H. Walton Middle","All Students","Geometry",100,40
"2012-2013",20,"Leslie H. Walton Middle","All Students","Mathematics",42.62,61
"2012-2013",20,"Leslie H. Walton Middle","Economically Advantaged","Algebra I",100,24
"2012-2013",20,"Leslie H. Walton Middle","Economically Disadvantaged","Algebra I",100,12
"2012-2013",20,"Leslie H. Walton Middle","Economically Advantaged","Geometry",100,34
"2012-2013",20,"Leslie H. Walton Middle","Economically Disadvantaged","Geometry",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","Economically Advantaged","Mathematics",54.55,33
"2012-2013",20,"Leslie H. Walton Middle","Economically Disadvantaged","Mathematics",28.57,28
"2012-2013",20,"Leslie H. Walton Middle","Non-English Learners","Algebra I",100,35
"2012-2013",20,"Leslie H. Walton Middle","English Learners","Algebra I",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","Non-English Learners","Geometry",100,40
"2012-2013",20,"Leslie H. Walton Middle","Non-English Learners","Mathematics",41.67,60
"2012-2013",20,"Leslie H. Walton Middle","English Learners","Mathematics",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","Asian","Geometry",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","Black","Algebra I",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","Black","Geometry",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","Black","Mathematics",NA,13
"2012-2013",20,"Leslie H. Walton Middle","Hispanic","Algebra I",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","Hispanic","Geometry",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","Hispanic","Mathematics",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","Multiple Races","Algebra I",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","Multiple Races","Geometry",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","Multiple Races","Mathematics",NA,NA
"2012-2013",20,"Leslie H. Walton Middle","White","Algebra I",100,24
"2012-2013",20,"Leslie H. Walton Middle","White","Geometry",100,35
"2012-2013",20,"Leslie H. Walton Middle","White","Mathematics",40.91,44
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Algebra I",98.65,74
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Geometry",100,83
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Mathematics",50,50
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Algebra I",98.55,69
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Algebra I",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Geometry",100,78
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Geometry",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Mathematics",51.52,33
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Mathematics",NA,17
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Algebra I",98.65,74
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Geometry",100,82
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Mathematics",50,50
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Algebra I",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Geometry",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Mathematics",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Algebra I",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Geometry",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Mathematics",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Algebra I",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Mathematics",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Algebra I",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Geometry",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Multiple Races","Mathematics",NA,NA
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Algebra I",98.21,56
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Geometry",100,75
"2012-2013",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Mathematics",52.63,38
"2012-2013",NA,"Virginia","All Students","Algebra I",89.32,35923
"2012-2013",NA,"Virginia","All Students","Geometry",95.54,12319
"2012-2013",NA,"Virginia","All Students","Mathematics",51.04,41120
"2012-2013",NA,"Virginia","Economically Advantaged","Algebra I",92.79,25990
"2012-2013",NA,"Virginia","Economically Advantaged","Geometry",97.73,9942
"2012-2013",NA,"Virginia","Economically Advantaged","Mathematics",60.36,19602
"2012-2013",NA,"Virginia","Economically Disadvantaged","Algebra I",80.24,9933
"2012-2013",NA,"Virginia","Economically Disadvantaged","Geometry",86.37,2377
"2012-2013",NA,"Virginia","Economically Disadvantaged","Mathematics",42.56,21518
"2012-2013",NA,"Virginia","Non-English Learners","Algebra I",89.65,34500
"2012-2013",NA,"Virginia","Non-English Learners","Geometry",95.54,12132
"2012-2013",NA,"Virginia","Non-English Learners","Mathematics",51.53,37438
"2012-2013",NA,"Virginia","English Learners","Algebra I",77.24,1072
"2012-2013",NA,"Virginia","English Learners","Geometry",91.01,89
"2012-2013",NA,"Virginia","English Learners","Mathematics",43.87,3392
"2012-2013",NA,"Virginia","American Indian","Algebra I",77.78,117
"2012-2013",NA,"Virginia","American Indian","Geometry",93.75,32
"2012-2013",NA,"Virginia","American Indian","Mathematics",50.68,148
"2012-2013",NA,"Virginia","Asian","Algebra I",96.94,2518
"2012-2013",NA,"Virginia","Asian","Geometry",99.22,1665
"2012-2013",NA,"Virginia","Asian","Mathematics",69.11,1133
"2012-2013",NA,"Virginia","Black","Algebra I",81.33,6347
"2012-2013",NA,"Virginia","Black","Geometry",84.15,1950
"2012-2013",NA,"Virginia","Black","Mathematics",39.23,12935
"2012-2013",NA,"Virginia","Hispanic","Algebra I",85.22,3640
"2012-2013",NA,"Virginia","Hispanic","Geometry",95.39,694
"2012-2013",NA,"Virginia","Hispanic","Mathematics",51.02,5300
"2012-2013",NA,"Virginia","White","Algebra I",91.53,21635
"2012-2013",NA,"Virginia","White","Geometry",97.84,7352
"2012-2013",NA,"Virginia","White","Mathematics",57.26,19874
"2012-2013",NA,"Virginia","Native Hawaiian  or Pacific Islander","Algebra I",82,50
"2012-2013",NA,"Virginia","Native Hawaiian  or Pacific Islander","Geometry",95,20
"2012-2013",NA,"Virginia","Native Hawaiian  or Pacific Islander","Mathematics",58.93,56
"2012-2013",NA,"Virginia","Multiple Races","Algebra I",89.6,1616
"2012-2013",NA,"Virginia","Multiple Races","Geometry",94.39,606
"2012-2013",NA,"Virginia","Multiple Races","Mathematics",56.09,1674
"2013-2014",NA,"Albemarle County","All Students","Algebra I",95.8,405
"2013-2014",NA,"Albemarle County","All Students","Geometry",100,253
"2013-2014",NA,"Albemarle County","All Students","Mathematics",58.15,313
"2013-2014",NA,"Albemarle County","Economically Advantaged","Algebra I",95.48,332
"2013-2014",NA,"Albemarle County","Economically Advantaged","Geometry",100,242
"2013-2014",NA,"Albemarle County","Economically Advantaged","Mathematics",63.7,146
"2013-2014",NA,"Albemarle County","Economically Disadvantaged","Algebra I",97.26,73
"2013-2014",NA,"Albemarle County","Economically Disadvantaged","Geometry",100,11
"2013-2014",NA,"Albemarle County","Economically Disadvantaged","Mathematics",53.29,167
"2013-2014",NA,"Albemarle County","Non-English Learners","Algebra I",95.62,388
"2013-2014",NA,"Albemarle County","Non-English Learners","Geometry",100,249
"2013-2014",NA,"Albemarle County","Non-English Learners","Mathematics",58.87,282
"2013-2014",NA,"Albemarle County","English Learners","Algebra I",100,12
"2013-2014",NA,"Albemarle County","English Learners","Geometry",NA,NA
"2013-2014",NA,"Albemarle County","English Learners","Mathematics",53.57,28
"2013-2014",NA,"Albemarle County","American Indian","Algebra I",NA,NA
"2013-2014",NA,"Albemarle County","American Indian","Mathematics",NA,NA
"2013-2014",NA,"Albemarle County","Asian","Algebra I",100,18
"2013-2014",NA,"Albemarle County","Asian","Geometry",100,27
"2013-2014",NA,"Albemarle County","Asian","Mathematics",NA,NA
"2013-2014",NA,"Albemarle County","Black","Algebra I",94.12,34
"2013-2014",NA,"Albemarle County","Black","Geometry",NA,NA
"2013-2014",NA,"Albemarle County","Black","Mathematics",46.91,81
"2013-2014",NA,"Albemarle County","Hispanic","Algebra I",90,20
"2013-2014",NA,"Albemarle County","Hispanic","Geometry",NA,NA
"2013-2014",NA,"Albemarle County","Hispanic","Mathematics",66.04,53
"2013-2014",NA,"Albemarle County","White","Algebra I",95.83,312
"2013-2014",NA,"Albemarle County","White","Geometry",100,210
"2013-2014",NA,"Albemarle County","White","Mathematics",63.23,155
"2013-2014",NA,"Albemarle County","Multiple Races","Algebra I",100,20
"2013-2014",NA,"Albemarle County","Multiple Races","Geometry",100,12
"2013-2014",NA,"Albemarle County","Multiple Races","Mathematics",55.56,18
"2013-2014",1060,"Albemarle County Community Public Charter","All Students","Mathematics",NA,11
"2013-2014",1060,"Albemarle County Community Public Charter","Economically Advantaged","Mathematics",NA,NA
"2013-2014",1060,"Albemarle County Community Public Charter","Economically Disadvantaged","Mathematics",NA,NA
"2013-2014",1060,"Albemarle County Community Public Charter","Non-English Learners","Mathematics",NA,11
"2013-2014",1060,"Albemarle County Community Public Charter","American Indian","Mathematics",NA,NA
"2013-2014",1060,"Albemarle County Community Public Charter","Hispanic","Mathematics",NA,NA
"2013-2014",1060,"Albemarle County Community Public Charter","White","Mathematics",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Algebra I",94.79,96
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Geometry",100,54
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Mathematics",56.25,80
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Algebra I",94.12,68
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Algebra I",96.43,28
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Geometry",100,50
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Geometry",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Mathematics",72.73,22
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Mathematics",50,58
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Algebra I",94.19,86
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Algebra I",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Geometry",100,53
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Geometry",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Mathematics",58.73,63
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Mathematics",50,16
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","American Indian","Mathematics",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Algebra I",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Geometry",100,10
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Mathematics",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Algebra I",100,11
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Mathematics",51.72,29
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Algebra I",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Geometry",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Mathematics",53.33,15
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Algebra I",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Geometry",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","Multiple Races","Mathematics",NA,NA
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Algebra I",94.03,67
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Geometry",100,41
"2013-2014",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Mathematics",79.17,24
"2013-2014",69,"Jackson P. Burley Middle","All Students","Algebra I",98.28,58
"2013-2014",69,"Jackson P. Burley Middle","All Students","Geometry",100,45
"2013-2014",69,"Jackson P. Burley Middle","All Students","Mathematics",53.09,81
"2013-2014",69,"Jackson P. Burley Middle","Economically Advantaged","Algebra I",97.62,42
"2013-2014",69,"Jackson P. Burley Middle","Economically Disadvantaged","Algebra I",100,16
"2013-2014",69,"Jackson P. Burley Middle","Economically Advantaged","Geometry",100,44
"2013-2014",69,"Jackson P. Burley Middle","Economically Disadvantaged","Geometry",NA,NA
"2013-2014",69,"Jackson P. Burley Middle","Economically Advantaged","Mathematics",58.62,29
"2013-2014",69,"Jackson P. Burley Middle","Economically Disadvantaged","Mathematics",50,52
"2013-2014",69,"Jackson P. Burley Middle","Non-English Learners","Algebra I",98.15,54
"2013-2014",69,"Jackson P. Burley Middle","English Learners","Algebra I",NA,NA
"2013-2014",69,"Jackson P. Burley Middle","Non-English Learners","Geometry",100,44
"2013-2014",69,"Jackson P. Burley Middle","Non-English Learners","Mathematics",53.52,71
"2013-2014",69,"Jackson P. Burley Middle","English Learners","Mathematics",NA,NA
"2013-2014",69,"Jackson P. Burley Middle","Asian","Algebra I",NA,NA
"2013-2014",69,"Jackson P. Burley Middle","Asian","Geometry",NA,NA
"2013-2014",69,"Jackson P. Burley Middle","Black","Algebra I",90.91,11
"2013-2014",69,"Jackson P. Burley Middle","Black","Geometry",NA,NA
"2013-2014",69,"Jackson P. Burley Middle","Black","Mathematics",39.29,28
"2013-2014",69,"Jackson P. Burley Middle","Hispanic","Algebra I",NA,NA
"2013-2014",69,"Jackson P. Burley Middle","Hispanic","Mathematics",72.73,22
"2013-2014",69,"Jackson P. Burley Middle","Multiple Races","Algebra I",NA,NA
"2013-2014",69,"Jackson P. Burley Middle","Multiple Races","Geometry",NA,NA
"2013-2014",69,"Jackson P. Burley Middle","Multiple Races","Mathematics",NA,NA
"2013-2014",69,"Jackson P. Burley Middle","White","Algebra I",100,32
"2013-2014",69,"Jackson P. Burley Middle","White","Geometry",100,37
"2013-2014",69,"Jackson P. Burley Middle","White","Mathematics",53.33,30
"2013-2014",942,"Joseph T. Henley Middle","All Students","Algebra I",97.76,134
"2013-2014",942,"Joseph T. Henley Middle","All Students","Geometry",100,69
"2013-2014",942,"Joseph T. Henley Middle","All Students","Mathematics",88.46,52
"2013-2014",942,"Joseph T. Henley Middle","Economically Advantaged","Algebra I",97.6,125
"2013-2014",942,"Joseph T. Henley Middle","Economically Disadvantaged","Algebra I",NA,NA
"2013-2014",942,"Joseph T. Henley Middle","Economically Advantaged","Geometry",100,67
"2013-2014",942,"Joseph T. Henley Middle","Economically Disadvantaged","Geometry",NA,NA
"2013-2014",942,"Joseph T. Henley Middle","Economically Advantaged","Mathematics",93.94,33
"2013-2014",942,"Joseph T. Henley Middle","Economically Disadvantaged","Mathematics",78.95,19
"2013-2014",942,"Joseph T. Henley Middle","Non-English Learners","Algebra I",97.71,131
"2013-2014",942,"Joseph T. Henley Middle","English Learners","Algebra I",NA,NA
"2013-2014",942,"Joseph T. Henley Middle","Non-English Learners","Geometry",100,68
